2,34,434,436,51,327,466,63,368,445,18,471,214,58,531,56,
2,47,660,647,37,741,122,62,382,174,14,117,389,53,263,245,
1,46,1429,477,59,1222,307,37,812,967,27,1022,611,17,1033,249,
1,60,642,1576,43,798,1266,49,1166,758,25,237,975,31,829,262,
1,37,1212,515,18,395,1183,32,568,947,56,207,1078,43,360,942,
1,51,1578,268,32,816,1004,63,953,259,39,1024,71,18,478,632,
1,55,1458,685,45,538,1445,36,847,1020,30,1133,573,15,248,1124,
1,44,1475,1044,59,1171,981,38,1303,436,10,1197,320,23,254,1195,
2,39,576,272,27,466,355,55,438,339,34,488,74,11,429,96,
2,42,503,569,58,361,551,9,296,561,26,379,509,32,466,251,
1,39,1668,330,18,1240,473,11,960,947,33,383,1136,59,1043,435,
1,33,1777,130,39,459,1353,13,544,1084,21,875,455,49,714,437,
1,33,1538,176,49,631,1082,19,118,1302,60,1080,478,15,919,714,
1,49,1187,1018,60,1105,794,42,162,1301,55,592,705,15,345,777,
1,57,829,1617,62,1036,1192,29,1554,132,40,359,1182,12,558,862,
2,54,652,299,38,607,339,47,16,752,14,431,208,32,307,376,
1,30,1517,723,57,731,1198,35,671,1203,41,610,1141,23,924,410,
1,39,62,1535,19,557,1056,59,1043,412,23,580,841,29,627,760,
1,37,203,1638,51,1157,132,31,475,971,23,955,422,13,947,396,
2,41,366,691,35,461,541,10,513,297,61,511,259,24,353,288,
2,47,100,601,60,543,206,40,44,553,32,111,423,54,347,191,
2,37,105,909,19,437,515,51,587,99,43,81,561,59,74,549,
1,53,909,1086,63,1267,389,27,375,1230,31,313,1143,58,820,862,
1,51,1260,1613,57,764,1332,46,1379,577,62,1080,713,13,486,914,
1,55,1464,576,41,1390,558,61,851,306,29,39,974,49,696,433,
1,43,518,1616,37,1132,361,15,397,1075,59,447,958,52,74,1039,
1,45,1430,416,14,496,1234,39,1020,701,57,1126,358,51,595,860,
1,52,1056,851,43,1074,577,57,789,838,29,422,753,38,518,689,
2,15,563,488,52,270,638,40,671,141,57,422,389,28,351,198,
2,39,756,587,55,564,440,32,580,282,45,687,38,60,70,628,
1,57,1183,751,50,839,938,31,991,595,36,326,1053,25,791,549,
1,44,1465,519,53,1331,661,38,407,982,61,1070,111,21,339,915,
1,40,1202,1266,57,1458,590,47,963,765,20,474,1001,25,74,1060,
2,43,716,58,35,667,74,62,190,417,51,245,266,9,284,112,
1,39,1944,982,44,1099,743,32,546,1050,63,762,316,6,300,745,
1,37,885,1363,50,708,1121,45,488,1192,10,1129,369,58,643,950,
1,35,1224,1009,61,1083,832,16,1163,573,48,1163,573,22,1206,314,
1,55,1599,135,34,166,1506,45,306,1294,40,1316,218,12,545,1099,
2,39,608,607,34,584,450,14,456,522,53,660,60,21,526,164,
2,22,573,374,32,43,694,37,681,5,62,409,468,18,32,559,
1,32,366,1545,40,510,1305,23,267,1342,59,1182,496,45,674,934,
1,15,1194,425,11,189,1102,47,697,818,38,588,866,19,169,996,
1,24,554,1217,14,502,1182,47,348,1154,34,1085,454,40,1093,434,
1,42,310,1884,59,905,1212,15,875,714,30,1053,124,25,1019,162,
1,59,453,1555,42,496,1527,24,292,1179,50,714,832,35,676,155,
2,38,446,583,62,290,448,28,475,225,32,509,123,18,529,79,
2,29,572,519,35,320,631,41,251,486,52,477,225,63,16,547,
1,53,683,1434,46,585,1389,34,1331,349,60,1111,289,40,924,586,
1,50,159,1788,62,826,864,31,1106,285,45,884,667,39,912,293,
1,39,969,1075,28,469,1215,50,43,1416,62,957,858,24,108,861,
1,62,1024,570,55,1047,408,32,975,520,27,967,339,10,153,1011,
2,40,451,440,49,158,512,58,138,468,22,341,320,33,238,372,
2,36,47,1224,51,513,302,43,20,471,12,87,414,59,38,411,
1,42,156,2013,23,1676,243,37,1776,1,47,1207,716,32,1106,477,
1,38,1482,821,62,1167,553,25,883,441,57,823,411,15,234,852,
2,21,495,440,40,78,668,45,476,348,58,572,129,52,534,194,
2,61,716,435,36,284,595,30,310,275,55,308,272,50,194,261,
2,14,526,146,45,329,425,22,439,210,27,129,469,8,348,222,
2,43,523,538,49,440,485,32,29,641,9,584,105,25,265,373,
1,35,1577,1144,44,1559,945,15,896,518,22,1134,5,54,862,529,
1,47,182,1505,35,1157,531,55,740,880,61,98,1080,40,990,195,
1,39,1523,583,47,1425,480,53,658,822,62,1089,92,28,756,730,
1,42,1275,1077,63,1480,221,27,291,1409,32,428,1040,17,971,556,
2,42,757,199,49,645,85,17,447,139,26,437,61,9,286,258,
2,32,693,416,40,449,570,27,615,35,51,497,62,58,171,407,
2,45,491,261,53,172,512,24,247,342,32,302,262,39,308,235,
2,52,145,748,45,592,250,60,383,446,36,291,404,31,443,67,
1,35,481,2111,61,507,1550,11,252,1320,50,1260,351,22,588,1127,
2,51,233,588,46,160,604,19,199,572,56,234,439,27,183,455,
1,39,1024,1185,26,219,1302,55,498,1069,50,430,1082,14,652,863,
2,33,821,69,60,589,148,43,377,464,20,206,381,52,172,341,
2,33,724,203,42,614,262,25,620,138,53,386,407,47,577,10,
1,44,521,1222,58,231,1131,33,701,867,23,185,1088,38,1018,25,
1,33,1333,755,39,1297,802,19,1401,304,50,804,638,63,190,785,
1,45,833,1461,63,46,1554,39,1018,734,18,730,991,15,657,1013,
1,27,400,1385,56,626,1216,42,1208,573,62,1339,157,32,521,999,
1,33,783,1365,38,728,847,59,183,1106,52,151,1109,6,977,348,
2,55,873,27,47,289,555,40,529,263,30,313,354,24,157,429,
2,20,449,337,39,482,166,44,436,223,32,472,129,51,413,215,
1,41,2078,155,29,1227,455,35,384,1199,25,1154,183,57,90,1151,
1,34,1609,625,44,751,1515,53,217,1065,27,839,371,13,594,526,
1,36,1815,1139,57,1252,246,63,419,1081,29,1217,12,49,936,453,
1,31,1202,1448,46,1110,893,36,1024,799,56,1285,164,51,1107,487,
1,61,558,1155,55,1313,132,40,1156,260,34,140,1148,28,1051,329,
1,47,1132,1426,40,1476,696,12,879,1041,31,1033,571,53,859,839,
1,38,1180,972,8,972,1144,32,308,1151,51,291,1024,15,1147,13,
1,58,167,1715,44,1236,588,38,370,1118,33,580,992,28,760,872,
1,39,904,1268,63,1207,409,58,169,1320,50,183,1117,29,787,618,
2,40,314,652,63,570,152,51,151,505,32,312,191,22,370,66,
2,3,1062,1022,47,873,174,37,170,825,20,548,311,1,16,683,
2,2,1219,1151,37,551,566,32,151,579,52,551,198,20,267,488,
2,38,734,91,22,154,696,63,605,303,33,503,240,52,547,33,
2,42,412,471,54,520,231,28,472,300,47,415,255,63,418,94,
2,53,792,187,63,627,71,28,563,184,41,496,225,17,69,561,
1,15,1184,763,35,1377,248,41,1009,970,4,835,483,30,706,716,
2,40,480,787,57,340,460,34,497,195,45,444,281,28,153,487,
2,62,643,322,53,1,731,27,261,543,45,284,481,39,163,479,
1,46,1239,778,59,1221,444,41,444,819,28,864,332,34,17,926,
1,41,1441,356,46,1234,322,23,516,966,16,406,1004,53,624,856,
2,2,443,674,40,561,463,49,316,420,20,528,24,63,468,95,
2,2,525,1130,51,699,676,5,715,564,32,586,550,44,415,622,
2,45,675,1507,51,1400,140,56,821,572,28,856,112,61,315,728,
8,52,773,167,46,381,422,32,223,435,16,265,30,39,240,61,
8,45,1184,548,39,1067,230,51,429,412,13,423,225,59,98,359,
4,47,3079,1309,41,1203,1584,32,1394,910,16,1041,645,27,935,732,
8,49,444,776,30,404,736,36,676,519,14,468,127,56,111,457,
8,42,629,483,29,796,55,37,452,580,47,151,707,24,296,378,
8,34,156,2278,47,1165,628,39,547,545,16,555,474,52,44,682,
16,45,1025,128,29,324,700,50,291,670,35,628,168,24,172,366,
16,46,597,543,28,625,41,16,14,337,33,261,94,53,158,213,
8,47,872,967,31,715,759,38,614,377,23,560,149,59,520,163,
4,49,547,1744,33,673,670,44,76,775,15,163,656,19,305,431,
16,4,121,376,12,373,75,15,322,109,9,132,252,21,104,182,
16,13,1637,510,9,1041,884,21,451,1041,3,536,508,51,505,214,
16,14,1118,1181,11,1396,95,19,375,488,26,118,505,3,380,213,
16,14,1567,2591,11,359,1310,17,903,697,27,232,724,21,734,204,
16,14,2072,451,11,1242,186,23,363,1016,59,750,445,19,366,762,
16,14,365,2979,25,1380,1085,10,625,1149,7,334,1091,3,815,339,
16,15,2063,103,7,700,1050,18,881,408,11,563,577,3,654,300,
16,15,412,995,11,772,79,22,267,457,26,441,270,4,118,515,
4,4,2582,1183,11,1227,565,22,1228,505,6,548,929,54,262,749,
4,4,3884,1343,26,1129,419,8,1172,265,22,280,711,52,528,458,
4,4,1042,3033,22,1007,924,7,701,810,26,657,447,1,666,330,
4,4,2534,2435,22,471,708,11,577,582,1,672,274,6,66,716,
4,4,2445,289,44,164,687,6,707,37,63,295,558,1,634,130,
4,3,270,2330,6,704,1012,11,80,723,1,497,228,8,226,477,
4,3,1812,178,6,487,276,27,248,427,49,380,229,1,455,66,
4,3,382,911,63,531,146,57,118,529,42,465,123,6,378,183,
2,60,10,963,54,413,704,42,739,234,49,727,115,4,332,515,
2,42,362,632,32,450,484,23,471,383,52,274,460,15,448,286,
1,37,974,1721,55,1153,959,61,886,846,32,1012,586,42,944,630,
1,39,2040,4325,54,3688,501,29,2944,1391,21,2564,1449,49,947,2499,
8,38,693,731,44,125,612,14,312,488,11,423,130,22,296,173,
8,30,680,449,45,181,800,36,468,613,26,260,391,15,150,396,
8,27,541,843,32,738,693,37,443,615,43,353,607,23,593,358,
4,47,177,1376,28,1100,414,16,79,1051,40,910,350,52,756,153,
4,47,169,1488,30,724,378,59,189,805,39,209,740,16,323,647,
4,36,693,96,49,441,462,62,513,298,56,412,275,31,361,341,
16,20,321,262,17,130,342,52,171,266,13,187,251,7,225,76,
16,14,116,600,6,432,235,3,425,205,22,389,233,37,37,396,
8,14,314,2254,17,1071,1082,11,468,910,20,123,1029,6,551,745,
8,12,255,1362,15,897,271,9,443,696,22,406,609,51,542,334,
8,11,1513,741,15,265,1654,20,1013,883,8,99,843,32,18,623,
8,14,1778,395,11,1060,735,32,538,626,3,609,319,61,361,563,
8,11,1182,1709,20,1338,654,14,973,752,6,647,304,8,528,479,
8,14,614,1007,11,660,827,20,386,632,7,152,445,62,46,442,
8,20,461,646,9,628,489,6,188,615,3,508,378,11,272,558,
8,9,359,913,6,692,418,3,293,563,11,227,596,20,516,373,
8,3,117,691,61,691,104,9,333,399,41,341,299,49,221,268,
8,58,212,601,53,184,541,63,435,364,3,132,519,45,292,402,
4,9,160,1250,3,859,878,41,429,959,11,343,962,59,606,799,
4,3,924,911,6,1198,187,58,1021,230,63,522,836,9,898,227,
4,3,862,564,62,652,748,12,744,505,47,773,386,1,643,102,
4,6,62,1338,3,949,241,45,695,486,50,395,671,58,607,82,
4,12,305,989,3,1039,201,6,684,646,38,656,186,51,578,119,
2,6,1265,1701,3,1717,284,58,661,1336,8,1081,578,12,312,1070,
2,6,1907,436,12,944,1209,3,1547,65,1,1039,105,38,829,276,
2,3,1538,512,9,433,895,7,343,892,1,844,194,5,411,727,
2,3,1841,332,5,1585,123,1,584,150,55,487,289,28,435,348,
2,3,2083,364,6,488,966,37,401,685,10,493,497,63,124,664,
2,5,1805,479,3,1708,147,7,957,298,43,509,648,9,418,622,
2,3,1633,140,1,900,68,11,421,660,5,408,547,8,277,572,
2,3,1508,700,6,1375,867,10,225,1034,43,228,1005,1,1048,82,
2,3,1351,1141,39,952,521,1,1031,222,57,710,434,9,280,762,
2,3,1270,1928,6,775,1635,11,513,676,15,528,481,39,531,229,
2,3,289,2492,6,823,422,47,736,225,15,747,52,39,588,299,
2,3,1133,2703,5,1661,109,45,318,1270,35,855,667,55,767,465,
2,3,2026,1810,5,1394,582,7,704,937,1,1145,84,62,291,891,
4,3,897,242,1,495,21,38,417,142,9,186,335,53,338,114,
4,3,742,1169,5,277,678,43,439,83,57,358,212,15,11,414,
2,3,406,2912,40,694,864,26,285,1030,51,435,756,8,754,354,
4,44,432,1116,38,709,504,49,697,428,3,665,453,61,636,75,
8,38,465,460,45,441,225,33,326,74,3,347,18,52,216,215,
8,38,716,839,32,76,907,43,265,547,27,181,444,54,418,155,
8,46,551,887,36,704,721,31,384,308,25,27,436,41,67,407,
8,44,467,995,38,863,91,53,353,463,33,479,186,23,365,365,
4,34,383,2235,45,2087,399,54,966,622,28,748,577,62,793,450,
8,42,87,840,30,460,19,26,163,334,53,306,213,35,266,252,
4,44,498,755,59,148,453,51,209,398,27,430,27,32,360,93,
4,43,465,330,57,563,120,2,532,160,8,1,410,38,281,188,
4,8,728,515,39,625,606,59,473,325,6,399,372,49,202,345,
4,10,498,55,47,401,232,60,357,242,5,67,354,7,8,376,
4,37,343,232,60,40,419,29,302,145,6,251,198,42,116,267,
4,37,811,124,3,667,63,5,244,519,60,121,564,12,446,151,
8,58,479,123,12,452,29,47,393,138,7,364,125,5,78,331,
8,10,573,333,59,185,606,51,529,26,12,384,263,39,150,327,
8,47,632,418,12,641,215,61,261,220,19,190,266,42,166,273,
8,12,675,83,9,515,305,59,481,311,36,281,356,44,205,357,
8,10,1029,410,50,413,839,63,724,337,55,125,729,12,481,264,
8,58,879,1003,10,1139,99,50,943,262,63,78,806,13,313,564,
8,10,934,114,59,672,239,53,119,636,5,476,101,47,78,473,
4,11,135,1631,39,1137,703,61,963,300,51,440,819,56,706,431,
4,52,1054,72,42,435,822,58,696,422,8,373,525,12,543,250,
4,52,1025,417,9,438,693,62,404,617,42,712,207,7,367,590,
4,39,696,452,10,603,425,52,146,656,7,678,40,5,634,53,
4,60,645,615,7,695,277,9,254,514,52,81,576,44,463,173,
2,63,197,998,45,724,217,9,581,464,33,418,596,15,512,81,
1,44,735,1647,61,1894,74,55,586,1448,23,826,1228,17,210,1097,
1,52,1500,390,22,1037,1043,58,736,1057,18,600,1123,32,1043,539,
1,37,564,1680,21,1201,596,59,97,1268,42,935,465,26,468,768,
1,54,1425,406,38,727,1191,24,494,1150,47,108,1010,33,305,899,
2,35,805,317,43,795,288,62,629,451,50,163,497,21,281,410,
2,44,601,378,22,283,506,60,515,259,39,558,52,34,137,494,
1,37,1747,1437,29,390,1398,22,377,1335,47,1027,839,52,937,432,
1,39,1497,599,27,1313,223,58,1150,531,49,1006,584,63,1040,440,
4,63,174,1089,42,518,171,32,270,441,57,25,528,50,444,88,
8,62,516,1109,41,407,354,56,390,120,35,142,367,46,359,154,
8,61,531,967,54,664,243,39,472,378,47,332,443,33,234,457,
4,57,1689,1736,51,977,1259,63,20,1285,25,281,822,44,22,943,
2,55,1958,929,43,266,1659,18,134,877,38,695,476,50,762,101,
4,39,304,464,55,209,486,45,332,249,5,205,233,50,115,266,
4,8,50,778,5,692,75,11,541,227,3,171,535,45,180,483,
8,9,713,383,49,302,271,6,16,389,56,136,311,14,268,192,
8,8,175,320,37,234,211,3,220,207,52,23,307,11,262,28,
4,11,956,545,8,178,1124,39,596,627,52,447,677,3,271,663,
8,56,18,605,3,330,229,47,202,335,8,79,362,16,139,285,
8,58,60,665,46,194,402,11,147,405,3,368,163,63,375,97,
4,3,123,891,59,609,406,36,405,485,52,387,448,14,421,257,
4,3,589,916,55,921,420,47,332,791,63,368,655,36,552,160,
8,55,212,369,46,393,70,36,110,337,11,310,120,60,346,16,
8,39,62,737,51,763,8,32,509,510,45,679,36,58,234,453,
8,45,1548,134,51,1164,488,58,745,350,34,348,556,27,194,464,
8,45,641,1011,52,1062,535,39,1249,37,34,745,109,29,15,776,
16,47,712,1426,16,185,518,61,274,409,26,226,364,52,220,322,
16,45,1347,908,30,721,263,56,398,592,36,582,416,16,262,594,
16,47,3528,511,42,235,1084,55,873,265,61,335,549,17,552,224,
16,44,451,3557,4,181,1527,2,813,1049,7,902,269,9,53,956,
16,43,2891,797,34,392,1185,50,343,515,15,265,395,63,437,63,
8,45,708,1369,27,590,1132,34,300,1167,23,418,866,39,863,349,
8,31,451,983,38,389,758,43,613,207,59,438,249,24,71,449,
2,35,1273,337,50,1343,21,21,1046,131,30,709,678,14,966,29,
1,53,1033,1103,38,560,1204,23,1242,78,45,1057,303,15,659,866,
1,37,1324,962,51,649,1178,46,692,1099,63,596,842,24,937,379,
1,42,1467,819,47,1275,265,59,1250,136,53,251,1037,36,202,774,
2,47,614,267,28,574,175,42,323,455,18,339,360,59,457,63,
2,42,768,593,62,268,859,33,437,731,18,745,319,47,566,514,
8,50,426,252,61,392,208,41,131,367,10,210,136,55,192,142,
8,59,456,806,47,543,588,41,512,506,34,183,485,16,70,450,
2,59,837,1099,34,599,1110,39,149,835,47,191,803,19,455,148,
1,5,821,1338,40,315,1399,9,1358,360,34,1025,802,55,1298,84,
1,39,1341,651,5,957,1037,58,1032,847,49,827,863,21,324,1102,
1,38,564,1145,47,463,1090,19,147,1076,26,484,710,9,257,782,
1,39,996,692,44,1072,413,55,698,705,61,304,901,5,908,173,
2,54,481,866,39,217,707,20,391,327,34,102,461,44,222,391,
2,37,574,272,51,566,217,58,193,443,43,367,311,13,259,358,
1,23,443,1504,47,1281,775,38,1008,946,33,503,744,63,835,280,
1,33,913,1119,51,34,1505,38,1315,334,44,1031,619,23,986,668,
1,39,1372,708,45,1176,725,52,1305,125,32,1033,614,22,109,1186,
2,47,937,648,16,671,65,9,399,456,39,411,426,21,566,115,
2,47,1027,111,34,727,624,57,120,735,14,608,207,21,441,302,
2,3,25,974,46,39,873,6,83,671,60,546,239,34,441,372,
2,4,529,755,40,342,637,18,500,391,10,22,560,59,80,509,
1,40,899,1222,4,303,1311,47,927,630,58,794,590,8,763,604,
2,4,47,1244,39,447,716,18,547,139,56,538,90,51,122,406,
2,5,1197,54,3,604,844,35,471,511,8,385,526,53,567,298,
2,3,1325,108,5,1254,47,56,813,644,26,598,646,41,243,573,
2,3,844,1214,5,654,558,52,510,658,25,310,649,20,206,686,
2,40,617,165,50,59,633,2,557,86,18,145,497,12,74,507,
2,5,439,1107,3,396,866,19,419,527,7,574,271,22,571,207,
2,44,1241,197,32,701,905,3,882,711,5,146,1132,7,16,990,
4,8,869,506,33,604,372,46,662,191,3,55,633,10,53,518,
4,8,728,335,5,710,291,3,659,262,13,467,383,37,401,302,
8,3,77,602,8,550,63,49,434,209,44,273,387,5,110,436,
8,8,755,125,43,530,102,51,402,327,6,373,84,3,105,355,
4,8,1121,633,3,1115,506,5,868,883,51,955,688,56,698,891,
4,8,1107,1616,3,1025,1572,53,694,1104,5,381,1218,46,921,584,
8,8,484,506,6,623,198,55,277,543,2,238,530,39,162,295,
8,8,128,938,3,723,204,5,33,630,61,433,156,53,303,316,
8,8,833,963,5,625,515,3,605,518,44,401,446,11,64,474,
8,8,1011,437,3,269,695,6,476,545,45,550,142,21,521,61,
4,8,2107,233,5,1004,1698,3,1707,310,61,535,1052,13,574,618,
4,8,2309,1014,3,1490,1259,5,1556,174,13,1139,182,42,602,720,
8,8,796,424,11,434,603,5,220,676,2,121,602,59,58,384,
4,5,1555,1477,3,1524,734,8,1497,597,11,826,1117,21,1102,91,
8,8,688,421,11,709,133,3,672,157,5,681,36,14,426,54,
8,10,38,514,2,24,495,8,394,225,5,319,283,43,8,410,
4,3,1072,484,5,878,831,13,734,604,8,843,63,21,257,506,
4,3,985,785,8,1014,317,13,661,510,5,844,43,10,350,613,
4,8,1056,313,3,188,1043,40,2,911,23,582,586,11,387,659,
4,5,719,883,8,1085,297,13,473,961,3,933,100,10,723,145,
4,3,1023,979,8,1199,611,13,831,820,5,824,258,10,332,696,
4,8,1260,657,3,347,1248,6,711,807,10,815,357,22,751,418,
4,8,1289,504,5,511,941,3,1117,113,11,799,577,50,414,214,
